Company,Item,Category,Calories,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Cholesterol_mg,Sodium_mg,Carbs_g,Fiber_g,Sugars_g,Protein_g
Subway,Oven Roasted Chicken,Wrap,460.0,11.0,4.0,0.0,85,1350,53,3,4,38.0
Subway,Roast Beef,Wrap,490.0,13.0,5.0,0.0,90,1560,53,4,4,42.0
Subway,Rotisserie-Style Chicken,Wrap,550.0,16.0,7.0,0.0,115,1350,53,3,3,49.0
Subway,Savory Rotisserie-Style Chicken Caesar,Wrap,680.0,30.0,12.0,0.0,135,1590,52,3,3,53.0
Subway,Spicy Italian,Wrap,820.0,52.0,20.0,1.0,125,2580,57,4,3,31.0
Subway,Subway Club,Wrap,490.0,12.0,5.0,0.0,85,1860,56,4,4,42.0
Subway,Sweet Onion Chicken Teriyaki,Wrap,540.0,12.0,4.5,0.0,100,1600,70,4,14,42.0
Subway,Tuna,Wrap,820.0,54.0,11.0,0.5,75,1330,53,3,3,33.0
Subway,Turkey Breast,Wrap,430.0,10.0,3.5,0.0,55,1680,56,3,3,32.0
Subway,"Turkey, Bacon & Guacamole",Wrap,760.0,37.0,11.0,0.0,105,2480,61,6,4,47.0
Subway,Veggie Delite,Wrap,330.0,8.0,3.5,0.0,0,800,55,5,5,10.0
Subway,Roasted Garlic,Bread,210.0,2.5,0.0,0.0,0,1230,41,2,4,7.0
Subway,9-Grain Honey Oat,Bread,190.0,2.0,0.0,0.0,0,270,39,4,5,8.0
Subway,9-Grain Wheat,Bread,180.0,1.5,0.0,0.0,0,230,36,4,5,8.0
Subway,Artisan Flatbread,Bread,220.0,4.0,0.5,0.0,0,330,41,4,3,8.0
Subway,Hearty Italian**,Bread,210.0,2.5,0.5,0.0,0,340,40,2,3,7.0
Subway,Italian,Bread,180.0,2.0,0.0,0.0,0,310,34,1,3,6.0
Subway,Italian Herbs & Cheese,Bread,220.0,4.5,2.0,0.0,10,500,37,2,3,9.0
Subway,Jalapeño Cheese,Bread,220.0,5.0,2.0,0.0,10,660,37,2,3,9.0
Subway,Mini 9-Grain Wheat,Bread,120.0,1.0,0.0,0.0,0,180,24,3,2,5.0
Subway,Mini Italian,Bread,130.0,1.5,0.0,0.0,0,230,25,1,2,5.0
Subway,Monterey Cheddar**,Bread,220.0,5.0,2.5,0.0,10,370,34,1,3,9.0
Subway,Parmesan Oregano**,Bread,190.0,2.5,0.0,0.0,0,460,37,2,3,7.0
Subway,Rosemary & Sea Salt,Bread,220.0,3.0,0.5,0.0,0,490,40,2,3,7.0
Subway,Spinach Wrap,Bread,290.0,8.0,3.5,0.0,0,780,48,2,1,8.0
Subway,Tomato Basil Wrap,Bread,290.0,8.0,3.5,0.0,0,730,49,2,1,8.0
Subway,American,Cheese,40.0,3.5,2.0,0.0,10,210,1,0,0,2.0
Subway,Cheddar**,Cheese,60.0,4.5,2.5,0.0,15,90,0,0,0,4.0
Subway,Monterey Cheddar,Cheese,50.0,4.5,3.0,0.0,15,90,0,0,0,3.0
Subway,Pepperjack**,Cheese,50.0,4.0,2.5,0.0,15,140,0,0,0,2.0
Subway,Provolone,Cheese,50.0,4.0,2.0,0.0,10,125,0,0,0,4.0
Subway,Shredded Mozzarella,Cheese,40.0,3.0,2.0,0.0,10,100,0,0,0,3.0
Subway,Swiss**,Cheese,50.0,4.5,2.5,0.0,15,30,0,0,0,4.0
Subway,Bacon,Extras,70.0,6.0,2.0,0.0,15,250,1,0,1,5.0
Subway,Guacamole,Extras,60.0,5.0,0.5,0.0,0,95,4,2,0,1.0
Subway,Pepperoni,Extras,80.0,7.0,2.5,0.0,20,290,1,0,0,3.0
Subway,Chipotle Southwest,Sauces,60.0,7.0,1.0,0.0,5,110,1,0,1,0.0
Subway,Honey Mustard**,Sauces,20.0,0.0,0.0,0.0,0,80,4,0,4,0.0
Subway,Light Mayonnaise,Sauces,50.0,5.0,1.0,0.0,5,100,1,0,0,0.0
Subway,Oil,Sauces,45.0,5.0,1.0,0.0,0,0,0,0,0,0.0
Subway,Ranch,Sauces,70.0,8.0,1.5,0.0,5,140,1,0,1,0.0
Subway,Red Wine Vinegar,Sauces,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Subway,Regular Mayonnaise,Sauces,100.0,11.0,2.0,0.0,10,65,0,0,0,0.0
Subway,Savory Caesar**,Sauces,80.0,9.0,1.5,0.0,5,130,0,0,0,0.0
Subway,Spicy Brown Mustard,Sauces,15.0,1.0,0.0,0.0,0,260,1,0,0,0.0
Subway,Subway Vinaigrette,Sauces,35.0,3.5,0.5,0.0,0,110,1,0,1,0.0
Subway,Sweet Onion Sauce,Sauces,30.0,0.0,0.0,0.0,0,75,8,0,7,0.0
Subway,Yellow Mustard,Sauces,10.0,0.5,0.0,0.0,0,170,1,0,0,0.0
Subway,Banana Peppers,Veggies,0.0,0.0,0.0,0.0,0,65,0,0,0,0.0
Subway,Black Olives,Veggies,0.0,0.0,0.0,0.0,0,25,0,0,0,0.0
Subway,Cucumbers,Veggies,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0
Subway,Green Peppers,Veggies,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Subway,Jalapenos,Veggies,0.0,0.0,0.0,0.0,0,70,0,0,0,0.0
Subway,Lettuce,Veggies,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Subway,Pickles,Veggies,0.0,0.0,0.0,0.0,0,115,0,0,0,0.0
Subway,Red Onions,Veggies,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0
Subway,Spinach,Veggies,0.0,0.0,0.0,0.0,0,5,0,0,0,0.0
Subway,Tomatoes,Veggies,5.0,0.0,0.0,0.0,0,0,1,0,1,0.0
Subway,Bacon,Protein,70.0,6.0,2.0,0.0,15,250,1,0,1,5.0
Subway,Parmesan Cheese,Seasonings,5.0,0.0,0.0,0.0,0,25,0,0,0,1.0
